unique_key,city
69407939,NEW YORK
69406182,OZONE PARK
69403317,BROOKLYN
69405350,STATEN ISLAND
69402246,NEW YORK
69407213,KEW GARDENS
69410759,BRONX
69403105,SOUTH RICHMOND HILL
69407879,BROOKLYN
69408661,BRONX
69407267,FRESH MEADOWS
69405845,NEW YORK
69402511,BRONX
69404344,BROOKLYN
69409246,BROOKLYN
69410851,NEW YORK
69402659,BROOKLYN
69408518,NEW YORK
69410739,NEW YORK
69404261,BROOKLYN
69401209,STATEN ISLAND
69410189,NEW YORK
69401801,RIDGEWOOD
69409666,MANHATTAN
69412343,NEW YORK
69407531,CORONA
69408876,CORONA
69409316,EAST ELMHURST
69403538,BROOKLYN
69408082,JAMAICA
69403344,BRONX
69408456,FRESH MEADOWS
69405810,NEW YORK
69406353,BROOKLYN
69407244,BROOKLYN
69409227,KEW GARDENS
69405789,BROOKLYN
69406261,FLUSHING
69408697,JAMAICA
69411226,BROOKLYN
69401694,BROOKLYN
69403345,BRONX
69404340,BROOKLYN
69405783,BRONX
69412344,NEW YORK
69412017,BROOKLYN
69411575,BRONX
69408705,BROOKLYN
69412206,BROOKLYN
69409188,OZONE PARK
69410105,BROOKLYN
69405717,BROOKLYN
69412236,BRONX
69409916,BROOKLYN
69407901,NEW YORK
69405267,NEW YORK
69402579,BROOKLYN
69402734,BRONX
69410705,NEW YORK
69409216,FOREST HILLS
69407101,UNKNOWN
69410911,BROOKLYN
69409235,STATEN ISLAND
69406371,BROOKLYN
69410150,BROOKLYN
69400947,MIDDLE VILLAGE
69408192,NEW YORK
69402452,WOODHAVEN
69411556,FLUSHING
69404910,BRONX
69403431,NEW YORK
69402331,BELLEROSE
69407628,FLUSHING
69401776,STATEN ISLAND
69404250,BRONX
69401179,ASTORIA
69409444,BROOKLYN
69409218,BROOKLYN
69411686,NEW YORK
69400900,NEW YORK
69404847,BROOKLYN
69402587,STATEN ISLAND
69408965,STATEN ISLAND
69404355,BRONX
69411572,BROOKLYN
69402459,UNKNOWN
69404761,EAST ELMHURST
69411542,MANHATTAN
69412205,BROOKLYN
69401807,NEW YORK
69410797,BROOKLYN
69405861,NEW YORK
69407846,NEW YORK
69402300,BROOKLYN
69408719,BROOKLYN
69406373,BRONX
69405784,STATEN ISLAND
69404331,BRONX
69411290,BRONX
69401663,STATEN ISLAND
69403954,BRONX
69407808,BROOKLYN
69403339,BRONX
69411267,BROOKLYN
69412121,BRONX
69403298,BROOKLYN
69412200,RIDGEWOOD
69412244,NEW YORK
69410578,STATEN ISLAND
69410088,BROOKLYN
69411681,NEW YORK
69408592,BRONX
69408201,BROOKLYN
69408648,STATEN ISLAND
69407286,BROOKLYN
69402311,NEW YORK
69410007,BROOKLYN
69408659,NEW YORK
69402306,BROOKLYN
69405816,BROOKLYN
69405803,BRONX
69404294,NEW YORK
69408634,BROOKLYN
69409178,ASTORIA
69403348,UNKNOWN
69410232,BROOKLYN
69401268,BRONX
69408537,REGO PARK
69408196,BROOKLYN
69407143,QUEENS
69404150,MANHATTAN
69404212,NEW YORK
69402383,NEW YORK
69401858,UNKNOWN
69411912,UNKNOWN
69407173,ASTORIA
69405858,BROOKLYN
69404905,JAMAICA
69412079,BROOKLYN
69405016,NEW YORK
69406467,NEW YORK
69404894,JACKSON HEIGHTS
69407819,NEW YORK
69405631,BROOKLYN
69408687,SOUTH RICHMOND HILL
69403531,BROOKLYN
69403166,BROOKLYN
69405817,BRONX
69404210,STATEN ISLAND
69407626,FLUSHING
69409888,FRESH MEADOWS
69402807,BRONX
69405705,MANHATTAN
69411110,BRONX
69410950,BROOKLYN
69404760,BROOKLYN
69407829,RIDGEWOOD
69411660,BROOKLYN
69401265,NEW YORK
69402687,BRONX
69408359,BROOKLYN
69410749,BRONX
69405715,NEW YORK
69410168,BROOKLYN
69402636,BRONX
69407907,UNKNOWN
69404246,ASTORIA
69412291,NEW YORK
69405869,NEW YORK
69411633,BRONX
69402788,BROOKLYN
69407007,BROOKLYN
69405836,BRONX
69409179,FRESH MEADOWS
69410690,EAST ELMHURST
69409892,JAMAICA
69408484,STATEN ISLAND
69407385,BRONX
69407766,BROOKLYN
69407652,BRONX
69407779,UNKNOWN
69411624,BRONX
69400768,NEW YORK
69404012,RICHMOND HILL
69407063,BROOKLYN
69404241,BRONX
69411694,BROOKLYN
69409574,BRONX
69411363,JAMAICA
69412014,BRONX
69409719,NEW YORK
69405794,BROOKLYN
69409242,BROOKLYN
69404730,GLEN OAKS
69412198,BROOKLYN
69404184,STATEN ISLAND
69404237,BROOKLYN
69410180,BROOKLYN
69406327,FOREST HILLS
69406188,JAMAICA
69401239,BROOKLYN
69409262,BRONX
69402845,NEW YORK
69404404,NEW YORK
69403237,MASPETH
69409734,BRONX
69404370,REGO PARK
69405476,BROOKLYN
69410029,ROSEDALE
69408218,BRONX
69412223,BROOKLYN
69406850,BROOKLYN
69410744,BRONX
69411649,BROOKLYN
69405865,BRONX
69411664,JAMAICA
69404864,BROOKLYN
69410030,RIDGEWOOD
69406348,NEW YORK
69409265,BROOKLYN
69401790,BRONX
69407771,BROOKLYN
69410701,UNKNOWN
69408632,BROOKLYN
69405738,BROOKLYN
69409043,FLUSHING
69407231,BROOKLYN
69404252,ASTORIA
69404776,JAMAICA
69401755,BROOKLYN
69412243,RIDGEWOOD
69407282,BROOKLYN
69402346,NEW YORK
69408763,BROOKLYN
69402622,MANHATTAN
69409671,NEW YORK
69403121,CORONA
69402804,NEW YORK
69411602,NEW YORK
69410669,UNKNOWN
69412179,STATEN ISLAND
69403329,BRONX
69405311,BROOKLYN
69404128,BRONX
69410079,NEW YORK
69404095,BROOKLYN
69412219,SOUTH OZONE PARK
69411691,NEW YORK
69409672,MANHATTAN
69400825,UNKNOWN
69409899,FRESH MEADOWS
69412106,BRONX
69407294,BRONX
69401240,BROOKLYN
69407176,BROOKLYN
69409199,UNKNOWN
69410152,BRONX
69407703,BROOKLYN
69405242,UNKNOWN
69404284,BRONX
