unique_key,city
69403976,JACKSON HEIGHTS
69405662,MANHATTAN
69407955,NEW YORK
69407960,NEW YORK
69408089,BRONX
69405163,FLUSHING
69405159,FLUSHING
69404657,STATEN ISLAND
69403491,BROOKLYN
69401976,ASTORIA
69409783,BRONX
69412401,UNKNOWN
69411958,BRONX
69400909,BROOKLYN
69411158,SOUTH RICHMOND HILL
69411129,FLUSHING
69411148,BRONX
69404127,NEW YORK
69403747,BRONX
69411447,BROOKLYN
69409027,SOUTH OZONE PARK
69411284,BROOKLYN
69406421,BROOKLYN
69408428,BROOKLYN
69409902,FRESH MEADOWS
69408204,BROOKLYN
69403713,ASTORIA
69407887,UNKNOWN
69410935,NEW YORK
69408389,BRONX
69407315,NEW YORK
69406165,JAMAICA
69400903,BROOKLYN
69402434,BROOKLYN
69403912,BROOKLYN
69409965,BRONX
69407556,QUEENS
69402504,STATEN ISLAND
69407497,BROOKLYN
69409978,JAMAICA
69410408,BROOKLYN
69408909,BROOKLYN
69410333,BROOKLYN
69404527,BROOKLYN
69404487,WHITESTONE
69402934,WHITESTONE
69405480,BROOKLYN
69412038,FOREST HILLS
69409393,BROOKLYN
69404027,NEW YORK
69404133,BROOKLYN
69406422,BROOKLYN
69403536,RIDGEWOOD
69407119,NEW YORK
69408611,BRONX
69411375,BROOKLYN
69403983,JAMAICA
69402267,BROOKLYN
69407897,FLUSHING
69407059,RIDGEWOOD
69402060,ROSEDALE
69412425,UNKNOWN
69411999,SPRINGFIELD GARDENS
69400888,BROOKLYN
69409625,BROOKLYN
69411495,BROOKLYN
69403433,BROOKLYN
69407968,NEW YORK
69404009,BROOKLYN
69406556,STATEN ISLAND
69408029,SOUTH OZONE PARK
69409598,BROOKLYN
69412301,BROOKLYN
69411335,FRESH MEADOWS
69410719,BROOKLYN
69403394,BROOKLYN
69407569,LONG ISLAND CITY
69403132,CAMBRIA HEIGHTS
69405102,UNKNOWN
69410653,FRESH MEADOWS
69411296,BRONX
69411857,BROOKLYN
69403547,EAST ELMHURST
69403944,BROOKLYN
69408464,JAMAICA
69406995,BROOKLYN
69405648,BROOKLYN
69405248,FAR ROCKAWAY
69409803,BROOKLYN
69400940,NEW YORK
69411350,CORONA
69402236,BROOKLYN
69409014,ROSEDALE
69406252,JACKSON HEIGHTS
69403523,UNKNOWN
69411462,JAMAICA
69405634,BROOKLYN
69412527,UNKNOWN
69405538,JAMAICA
69403825,BROOKLYN
69407217,REGO PARK
69408796,NEW YORK
69407443,BRONX
69401510,NEW YORK
69401441,NEW YORK
69409503,BROOKLYN
69405337,BROOKLYN
69409003,BRONX
69408388,UNKNOWN
69406501,LONG ISLAND CITY
69407070,LONG ISLAND CITY
69407762,NEW YORK
69410969,BRONX
69406466,UNKNOWN
69411622,JAMAICA
69403888,COLLEGE POINT
69412533,JAMAICA
69408251,WOODSIDE
69408384,ELMHURST
69408060,BROOKLYN
69403522,STATEN ISLAND
69402083,FAR ROCKAWAY
69412387,BROOKLYN
69404563,NEW YORK
69404523,NEW YORK
69406080,NEW YORK
69411241,FAR ROCKAWAY
69403914,OZONE PARK
69403665,NEW YORK
69411755,NEW YORK
69409267,BROOKLYN
69405032,UNKNOWN
69408340,BROOKLYN
69411438,FLUSHING
69411978,BRONX
69403438,NEW YORK
69411315,UNKNOWN
69409469,BROOKLYN
69409848,BROOKLYN
69402688,ASTORIA
69403519,BROOKLYN
69404930,UNKNOWN
69410955,UNKNOWN
69407280,BRONX
69411942,BROOKLYN
69409859,BROOKLYN
69400868,BROOKLYN
69405536,JAMAICA
69412431,BROOKLYN
69409850,BROOKLYN
69401877,LONG ISLAND CITY
69408226,BROOKLYN
69402164,SPRINGFIELD GARDENS
69409813,BROOKLYN
69407537,NEW YORK
69401691,WHITESTONE
69407796,BRONX
69401783,LONG ISLAND CITY
69403103,FRESH MEADOWS
69409006,NEW YORK
69410383,NEW YORK
69403004,NEW YORK
69403007,NEW YORK
69408874,NEW YORK
69406594,BROOKLYN
69403742,QUEENS
69409833,BRONX
69407972,BROOKLYN
69408692,BRONX
69402530,NEW YORK
69402011,BROOKLYN
69401164,ELMHURST
69409895,FRESH MEADOWS
69407875,ELMHURST
69412303,BROOKLYN
69408336,SOUTH OZONE PARK
69401543,STATEN ISLAND
69403546,SAINT ALBANS
69409385,NEW YORK
69408932,ASTORIA
69404073,BROOKLYN
69408024,STATEN ISLAND
69404941,FLUSHING
69409825,NEW YORK
69410942,BRONX
69400812,BRONX
69400840,STATEN ISLAND
69406197,BRONX
69411440,FLUSHING
69409451,STATEN ISLAND
69409867,UNKNOWN
69409448,BROOKLYN
69402894,NEW YORK
69411522,BROOKLYN
69411149,NEW YORK
69409031,STATEN ISLAND
69409436,WHITESTONE
69409095,HOWARD BEACH
69410126,NEW YORK
69408540,BROOKLYN
69406972,JAMAICA
69400872,HOWARD BEACH
69402593,QUEENS
69412289,BRONX
69410787,CORONA
69402597,BROOKLYN
69410960,BROOKLYN
69406552,JAMAICA
69405593,EAST ELMHURST
69406488,NEW YORK
69404179,JAMAICA
69402142,UNKNOWN
69407565,BROOKLYN
69408432,UNKNOWN
69406590,BROOKLYN
69409658,NEW YORK
69403765,QUEENS VILLAGE
69411266,BROOKLYN
69410998,BROOKLYN
69401746,STATEN ISLAND
69409869,BROOKLYN
69408474,MASPETH
69405068,BROOKLYN
69411217,ASTORIA
69404658,BROOKLYN
69403072,BRONX
69400957,BROOKLYN
69410160,BRONX
69400938,BROOKLYN
69409422,FOREST HILLS
69401070,FRESH MEADOWS
69410917,NEW YORK
69409482,NEW YORK
69409604,NEW YORK
69405637,SPRINGFIELD GARDENS
69401864,BROOKLYN
69410877,NEW YORK
69406469,NEW YORK
69407967,UNKNOWN
69409378,BROOKLYN
69402792,UNKNOWN
69402145,BRONX
69406794,HOWARD BEACH
69410002,BROOKLYN
69408051,BROOKLYN
69409681,QUEENS VILLAGE
69403704,WOODSIDE
69405396,BROOKLYN
69409515,NEW YORK
69409104,BROOKLYN
69404598,BROOKLYN
69410781,ELMHURST
69412416,NEW YORK
69406950,BRONX
69401063,BROOKLYN
69407674,RIDGEWOOD
69404661,BROOKLYN
69408493,BROOKLYN
69409007,CORONA
69408235,QUEENS
69410940,SPRINGFIELD GARDENS
69403301,JAMAICA
69409477,JACKSON HEIGHTS
69407269,BRONX
69403573,NEW YORK
69400892,NEW YORK
69409392,BROOKLYN
69411420,WOODSIDE
69409986,BROOKLYN
69401464,BRONX
69408788,BROOKLYN
69411884,BROOKLYN
69401494,BROOKLYN
69402876,BROOKLYN
69405513,BROOKLYN
69400896,SOUTH OZONE PARK
69403526,NEW YORK
69403897,BRONX
69411427,BROOKLYN
69405514,JAMAICA
69406616,JACKSON HEIGHTS
69400939,UNKNOWN
69402653,ASTORIA
69410118,BROOKLYN
69406249,NEW YORK
69403544,BRONX
69402008,FRESH MEADOWS
69411918,QUEENS
69406629,BRONX
69405795,BRONX
69407963,NEW YORK
69410863,NEW YORK
69408023,SPRINGFIELD GARDENS
69410994,JACKSON HEIGHTS
69410858,BROOKLYN
69408424,NEW YORK
69405368,BRONX
69408313,STATEN ISLAND
69405505,BROOKLYN
69409954,BRONX
69409370,BROOKLYN
69406553,BRONX
69408984,MASPETH
69408210,BROOKLYN
69411120,BROOKLYN
69400813,BRONX
69405737,BROOKLYN
69412285,LONG ISLAND CITY
69407072,BROOKLYN
69409426,BROOKLYN
69403231,OZONE PARK
69405470,NEW YORK
69402569,ROSEDALE
69408685,BRONX
69404379,NEW YORK
69410674,STATEN ISLAND
69408043,UNKNOWN
69405114,BROOKLYN
69406100,BRONX
69406846,FRESH MEADOWS
69402050,BROOKLYN
69408519,RIDGEWOOD
69403258,BROOKLYN
69405336,MASPETH
69406137,BRONX
69406797,BROOKLYN
69410926,BRONX
69404374,UNKNOWN
69403905,NEW YORK
69406877,BROOKLYN
69401234,BRONX
69409626,BRONX
69411244,LONG ISLAND CITY
69405249,MASPETH
69402031,UNKNOWN
69410613,BROOKLYN
69412430,BRONX
69411059,BROOKLYN
69411298,BROOKLYN
69412326,EAST ELMHURST
69403815,BROOKLYN
69405796,BRONX
69405548,UNKNOWN
69402325,BROOKLYN
69409016,BRONX
69403922,BROOKLYN
69409584,NEW YORK
69410792,NEW YORK
69405556,BRONX
69412455,STATEN ISLAND
69409037,BRONX
69409466,BROOKLYN
69400879,BRONX
69403867,BROOKLYN
69410923,BROOKLYN
69410962,BRONX
69401984,BROOKLYN
69411919,QUEENS
69405874,BRONX
69412397,FLUSHING
69411422,ASTORIA
69408252,QUEENS
69409442,WHITESTONE
69408018,STATEN ISLAND
69405136,UNKNOWN
69408431,BROOKLYN
69403934,BROOKLYN
69405413,NEW YORK
69410773,BROOKLYN
69401100,RIDGEWOOD
69410981,STATEN ISLAND
69409804,BROOKLYN
69411378,BROOKLYN
69400912,BROOKLYN
69401944,BROOKLYN
69400897,BROOKLYN
69404929,JAMAICA
69401076,NEW YORK
69408761,NEW YORK
69410436,BROOKLYN
69408952,BROOKLYN
69410438,BROOKLYN
69404569,BROOKLYN
69406086,BROOKLYN
69408880,BROOKLYN
69403940,BRONX
69406934,ASTORIA
69406949,BROOKLYN
69402415,BROOKLYN
69403594,NEW YORK
69408031,BROOKLYN
69401069,ROSEDALE
69408534,EAST ELMHURST
69411336,EAST ELMHURST
69408367,BROOKLYN
69404091,HOLLIS
69409974,BRONX
69409809,EAST ELMHURST
69405465,UNKNOWN
69408617,NEW YORK
69405362,UNKNOWN
69402294,BROOKLYN
69405094,BROOKLYN
69410028,NEW YORK
69405315,BROOKLYN
69401152,BRONX
69403853,NEW YORK
69402416,BRONX
69409306,NEW YORK
69404048,RIDGEWOOD
69403222,BRONX
69408020,BROOKLYN
69402024,SOUTH OZONE PARK
69407460,NEW YORK
69409819,BROOKLYN
69405232,BROOKLYN
69409421,BROOKLYN
69409419,BROOKLYN
69408072,NEW YORK
69408532,ELMHURST
69408649,ASTORIA
69406710,BROOKLYN
69411272,BROOKLYN
69404208,BRONX
69408366,BRONX
69407949,NEW YORK
69408401,BRONX
69405033,NEW YORK
69412354,NEW YORK
69401938,NEW YORK
69409323,HOWARD BEACH
69412436,MASPETH
69405471,BROOKLYN
69409286,UNKNOWN
69411401,BRONX
69403943,WOODSIDE
69402335,ASTORIA
69409454,BROOKLYN
69403517,BROOKLYN
69406482,NEW YORK
69405023,NEW YORK
69408429,BROOKLYN
69405124,BROOKLYN
69405359,SUNNYSIDE
69400854,BROOKLYN
69403051,BROOKLYN
69405097,NEW YORK
69412391,NEW YORK
69409101,BROOKLYN
69400889,BROOKLYN
69408002,NEW YORK
69410498,BROOKLYN
69402361,BROOKLYN
69408098,STATEN ISLAND
69401963,NEW YORK
69402426,BROOKLYN
69409971,BROOKLYN
69405495,BROOKLYN
69402353,BROOKLYN
69406770,NEW YORK
69412414,STATEN ISLAND
69406035,NEW YORK
69402529,FLUSHING
69400937,NEW YORK
69410938,STATEN ISLAND
69410035,UNKNOWN
69411081,OZONE PARK
69405663,MANHATTAN
69410466,BROOKLYN
69410939,STATEN ISLAND
69402503,EAST ELMHURST
69405496,BROOKLYN
69407254,NEW YORK
69405400,UNKNOWN
69411174,BAYSIDE
69402554,BROOKLYN
69400990,BROOKLYN
69408627,BROOKLYN
69402586,BRONX
69412374,BROOKLYN
69409591,NEW YORK
69403923,ASTORIA
69408265,QUEENS
69405303,BROOKLYN
69404613,BRONX
69405296,BROOKLYN
69405064,BROOKLYN
69402537,RIDGEWOOD
69402681,BRONX
69401997,BRONX
69400951,BROOKLYN
69406287,NEW YORK
69408330,JAMAICA
69408046,NEW YORK
69409997,CAMBRIA HEIGHTS
69411927,BRONX
69412421,QUEENS VILLAGE
69407199,BROOKLYN
69402221,BROOKLYN
69405301,MANHATTAN
69408414,FLUSHING
69410714,BRONX
69410798,LONG ISLAND CITY
69411316,BROOKLYN
69405298,NEW YORK
69408425,NEW YORK
69403855,NEW YORK
69406864,LONG ISLAND CITY
69406920,BROOKLYN
69411487,NEW YORK
69411125,WOODHAVEN
69405297,BRONX
69405330,BRONX
69402480,UNKNOWN
69411016,CORONA
69403358,ROSEDALE
69403898,NEW YORK
69411309,STATEN ISLAND
69411934,BROOKLYN
69408357,CORONA
69408650,BROOKLYN
69403762,JAMAICA
69403437,UNKNOWN
69410500,OZONE PARK
69405960,BROOKLYN
69407527,BROOKLYN
69412279,UNKNOWN
69408211,NEW YORK
69403752,BROOKLYN
69411072,NEW YORK
69406602,UNKNOWN
69401087,BROOKLYN
69403871,NEW YORK
69406860,LITTLE NECK
69402704,BROOKLYN
69408191,FAR ROCKAWAY
69410076,MASPETH
69412093,LITTLE NECK
69401031,RICHMOND HILL
69401564,UNKNOWN
69401104,BRONX
69409744,BROOKLYN
69406088,NEW YORK
69401449,NEW YORK
69408239,NEW YORK
69405270,NEW YORK
69402052,BROOKLYN
69405761,BROOKLYN
69406757,CORONA
69408007,ASTORIA
69404651,STATEN ISLAND
69406568,WOODSIDE
69402428,RIDGEWOOD
69405110,LITTLE NECK
69408248,NEW YORK
69401208,BROOKLYN
69408529,QUEENS VILLAGE
69405239,BRONX
69402163,BRONX
69408275,FLUSHING
69402217,BROOKLYN
69405598,BRONX
69407969,BROOKLYN
69403670,NEW YORK
69405029,NEW YORK
69406476,NEW YORK
69405245,WOODSIDE
69403721,NEW YORK
69406575,UNKNOWN
69409511,STATEN ISLAND
69408083,BROOKLYN
69403942,BROOKLYN
69401970,UNKNOWN
69410888,NEW YORK
69409501,BROOKLYN
69400746,FAR ROCKAWAY
69409988,BROOKLYN
69403753,NEW YORK
69408374,LITTLE NECK
69406869,NEW YORK
69408774,JACKSON HEIGHTS
69404378,NEW YORK
69402614,BROOKLYN
69405272,FOREST HILLS
69406927,BROOKLYN
69409431,FAR ROCKAWAY
69406342,BRONX
69405616,ELMHURST
69403504,UNKNOWN
69409594,BROOKLYN
69402218,STATEN ISLAND
69409500,NEW YORK
69411268,BELLEROSE
69405617,WOODHAVEN
69410881,NEW YORK
69409499,STATEN ISLAND
69401263,BRONX
69406686,STATEN ISLAND
69407457,BRONX
69412427,BROOKLYN
69405158,UNKNOWN
69405164,STATEN ISLAND
69410144,NEW YORK
69410230,NEW YORK
69402538,BROOKLYN
69410111,NEW YORK
69402047,NEW YORK
69405750,BROOKLYN
69410866,UNKNOWN
69411218,UNKNOWN
69405028,UNKNOWN
69403046,QUEENS
69403558,BRONX
69409969,BROOKLYN
69411592,BROOKLYN
69410471,BROOKLYN
69406940,BROOKLYN
69412069,WOODHAVEN
69410906,BROOKLYN
69404629,BRONX
69407952,UNKNOWN
69401948,UNKNOWN
69410411,NEW YORK
69407987,NEW YORK
69411823,NEW YORK
69404526,NEW YORK
69402842,NEW YORK
69401540,NEW YORK
69411499,UNKNOWN
69410227,FLUSHING
69408569,QUEENS
69409407,BRONX
69410716,RIDGEWOOD
69405250,BRONX
69402550,FLUSHING
69403948,BROOKLYN
69405030,NEW YORK
69403454,NEW YORK
69404685,UNKNOWN
69401080,JAMAICA
69406118,BROOKLYN
69411209,BRONX
69405906,BROOKLYN
69406769,BROOKLYN
69403296,BROOKLYN
69406693,OZONE PARK
69403073,BRONX
69409579,NEW YORK
69402081,JACKSON HEIGHTS
69408044,NEW YORK
69402290,LONG ISLAND CITY
69404614,BRONX
69411314,FLUSHING
69401613,MASPETH
69401870,MIDDLE VILLAGE
69402021,JAMAICA
69405017,NEW YORK
69407096,QUEENS
69405052,UNKNOWN
69411183,BROOKLYN
69401561,BROOKLYN
69410430,BRONX
69411894,BRONX
69407532,BRONX
69401359,BRONX
69407564,LONG ISLAND CITY
69408253,NEW YORK
69402466,BROOKLYN
69412360,NEW YORK
69409362,NEW YORK
69402521,BROOKLYN
69400959,NEW YORK
69403052,BROOKLYN
69412119,JAMAICA
69408430,BRONX
69409430,EAST ELMHURST
69403863,UNKNOWN
69406533,BROOKLYN
69404037,STATEN ISLAND
69406908,NEW YORK
69409975,RIDGEWOOD
69403860,UNKNOWN
69401089,BROOKLYN
69402482,FRESH MEADOWS
69401528,BRONX
69408254,NEW YORK
69405600,BRONX
69403859,UNKNOWN
69400967,ASTORIA
69402198,BROOKLYN
69402418,NEW YORK
69407612,NEW YORK
69401065,BRONX
69405386,BRONX
69411340,BRONX
69407208,BRONX
69400822,RIDGEWOOD
69410775,UNKNOWN
69411248,LONG ISLAND CITY
69401983,BAYSIDE
69409972,OZONE PARK
69411441,SOUTH RICHMOND HILL
69411347,NEW YORK
69402692,NEW YORK
69408372,BROOKLYN
69409770,RIDGEWOOD
69407027,BROOKLYN
69410460,QUEENS
69402260,BROOKLYN
69411060,NEW YORK
69403164,JAMAICA
69401327,JACKSON HEIGHTS
69403373,FLUSHING
69411299,BROOKLYN
69406489,UNKNOWN
69401601,UNKNOWN
69404662,JAMAICA
69409805,BRONX
69405753,JAMAICA
69406524,CORONA
69406232,NEW YORK
69408402,BRONX
69407707,LITTLE NECK
69403917,BRONX
69408348,BRONX
69408057,NEW YORK
69410638,BRONX
69408600,OZONE PARK
69408078,NEW YORK
69411997,HOLLIS
69401388,BRONX
69408966,STATEN ISLAND
69412444,BROOKLYN
69405363,BROOKLYN
69407882,UNKNOWN
69403854,UNKNOWN
69403892,NEW YORK
69403823,WHITESTONE
69412304,UNKNOWN
69406774,HOLLIS
69405406,BRONX
69408985,NEW YORK
69405341,BROOKLYN
69403899,BRONX
69407571,BRONX
69410472,LONG ISLAND CITY
69402341,MIDDLE VILLAGE
69402531,SOUTH RICHMOND HILL
69408231,MANHATTAN
69409860,BRONX
69401260,BROOKLYN
69405107,WHITESTONE
69406537,BRONX
69402314,BRONX
69401752,UNKNOWN
69408433,BROOKLYN
69408408,NEW YORK
69405499,BROOKLYN
69404934,UNKNOWN
69405487,NEW YORK
69408069,SOUTH OZONE PARK
69409717,NEW YORK
69407986,JAMAICA
69403530,NEW YORK
69405855,BRONX
69405111,CORONA
69410033,BROOKLYN
69403700,BRONX
69405283,NEW YORK
69409995,WOODHAVEN
69408061,BROOKLYN
69405493,NEW YORK
69406243,BROOKLYN
69400948,BROOKLYN
69407725,UNKNOWN
69406562,WOODSIDE
69405520,UNKNOWN
69407135,BROOKLYN
69408039,UNKNOWN
69403804,BRONX
69400952,BROOKLYN
69405025,NEW YORK
69406474,NEW YORK
69411594,BROOKLYN
69404372,BROOKLYN
69409354,NEW YORK
69408434,BRONX
69404013,NEW YORK
69401672,FRESH MEADOWS
69405229,SOUTH OZONE PARK
69404349,BROOKLYN
69410473,LONG ISLAND CITY
69409645,STATEN ISLAND
69405113,NEW YORK
69409968,BROOKLYN
69406878,BROOKLYN
69403416,OZONE PARK
69411098,BROOKLYN
69402419,FLUSHING
69405519,BROOKLYN
69411076,NEW YORK
69409271,NEW YORK
69411134,STATEN ISLAND
69412445,BROOKLYN
69411963,BROOKLYN
69403181,NEW YORK
69409502,UNKNOWN
69408561,BRONX
69402546,BROOKLYN
69403829,BROOKLYN
69406516,BRONX
69408154,BRONX
69406866,FAR ROCKAWAY
69404104,QUEENS
69412073,UNKNOWN
69410246,UNKNOWN
69405236,BRONX
69406849,BRONX
69409966,STATEN ISLAND
69400805,BRONX
69411459,BROOKLYN
69409958,BRONX
69402357,BROOKLYN
69412275,UNKNOWN
69400966,NEW YORK
69410386,BRONX
69402902,BRONX
69401514,BRONX
69401506,BRONX
69406240,UNKNOWN
69400800,NEW YORK
69408798,BROOKLYN
69411910,BROOKLYN
69400878,RICHMOND HILL
69404835,BROOKLYN
69410522,ASTORIA
69403450,NEW YORK
69403458,NEW YORK
69412274,UNKNOWN
69412290,JAMAICA
69411077,NEW YORK
69408523,JAMAICA
69409862,BRONX
69403900,BROOKLYN
69402380,BRONX
69404644,UNKNOWN
69410622,BROOKLYN
69405635,FLUSHING
69404071,OZONE PARK
69405463,ASTORIA
69406473,NEW YORK
69406480,NEW YORK
69412193,NEW YORK
69410709,BROOKLYN
69407970,NEW YORK
69408435,BROOKLYN
69401964,NEW YORK
69411804,BROOKLYN
69402964,BROOKLYN
69400806,BRONX
69403801,FAR ROCKAWAY
69408795,BROOKLYN
69406023,BROOKLYN
69402283,MASPETH
69409508,NEW YORK
69402427,BROOKLYN
69403945,BROOKLYN
69402284,BROOKLYN
69411582,BRONX
69401078,BRONX
69408409,BROOKLYN
69411344,BROOKLYN
69409983,BROOKLYN
69402572,BRONX
69403156,BROOKLYN
69405411,UNKNOWN
69401154,QUEENS
69409599,JAMAICA
69405602,BROOKLYN
69406943,BROOKLYN
69403535,BROOKLYN
69400814,BRONX
69403705,BROOKLYN
69401203,BROOKLYN
69406266,NEW YORK
69408899,RICHMOND HILL
69411411,STATEN ISLAND
69408480,BRONX
69403820,BROOKLYN
69406525,BROOKLYN
69400782,STATEN ISLAND
69405771,BROOKLYN
69406912,BROOKLYN
69406519,BROOKLYN
69401086,OZONE PARK
69401081,ASTORIA
69411428,BRONX
69411870,BROOKLYN
69408556,BROOKLYN
69403999,BRONX
69406703,BROOKLYN
69406636,BROOKLYN
69409468,BROOKLYN
69409900,JACKSON HEIGHTS
69401105,BRONX
69409844,BROOKLYN
69407190,BRONX
69407062,BRONX
69404459,NEW YORK
69403832,JACKSON HEIGHTS
69403767,STATEN ISLAND
69407136,QUEENS
69403812,EAST ELMHURST
69409774,BROOKLYN
69401881,UNKNOWN
69404038,BROOKLYN
69406874,MIDDLE VILLAGE
69406824,JAMAICA
69403792,BRONX
69402854,BRONX
69401356,BRONX
69401358,BRONX
69405699,QUEENS
69407035,BROOKLYN
69408032,BROOKLYN
69401226,FAR ROCKAWAY
69412456,BROOKLYN
69403901,BROOKLYN
69405884,NEW YORK
69401058,BRONX
69408365,RIDGEWOOD
69411856,BRONX
69408921,BRONX
69401082,BRONX
69403714,BROOKLYN
69409387,BRONX
69410872,NEW YORK
69410864,NEW YORK
69403817,BROOKLYN
69408629,NEW YORK
69407613,BRONX
69401189,BROOKLYN
69411600,NEW YORK
69408101,BROOKLYN
69409746,BRONX
69408001,UNKNOWN
69411994,JAMAICA
69401709,QUEENS VILLAGE
69402089,BROOKLYN
69402211,NEW YORK
69410013,BROOKLYN
69407242,NEW YORK
69403706,BROOKLYN
69401886,BROOKLYN
69402590,STATEN ISLAND
69402215,NEW YORK
69409989,OZONE PARK
69405606,WOODHAVEN
69411264,BROOKLYN
69403748,BROOKLYN
69408272,BROOKLYN
69404809,NEW YORK
69407715,QUEENS VILLAGE
69408373,STATEN ISLAND
69410590,ASTORIA
69405120,BROOKLYN
69404460,NEW YORK
69405395,BROOKLYN
69401507,BAYSIDE
69410419,BRONX
69407492,STATEN ISLAND
69402968,STATEN ISLAND
69406062,STATEN ISLAND
69411748,STATEN ISLAND
69410358,STATEN ISLAND
69407412,NEW YORK
69411453,STATEN ISLAND
69402412,BROOKLYN
69412373,BRONX
69409053,UNKNOWN
69411450,ASTORIA
69404067,BRONX
69403223,REGO PARK
69408392,BRONX
69409684,QUEENS
69405022,NEW YORK
69405347,BROOKLYN
69402993,JAMAICA
69410317,NEW YORK
69406256,BROOKLYN
69408334,BRONX
69410049,QUEENS
69405325,BROOKLYN
69404213,BROOKLYN
69403473,NEW YORK
69412041,QUEENS VILLAGE
69411300,BRONX
69408343,NEW YORK
69405135,BROOKLYN
69404053,BRONX
69411531,QUEENS
69401035,NEW YORK
69404454,NEW YORK
69409898,BROOKLYN
69408261,BROOKLYN
69409608,BROOKLYN
69402407,NEW YORK
69408651,BROOKLYN
69408572,NEW YORK
69409855,BRONX
69411150,ELMHURST
69411543,STATEN ISLAND
69405965,BRONX
69408750,UNKNOWN
69410114,NEW YORK
69403807,WHITESTONE
69411668,BROOKLYN
69411395,BROOKLYN
69402295,BROOKLYN
69403493,HOWARD BEACH
69400884,FAR ROCKAWAY
69412077,JACKSON HEIGHTS
69410972,BRONX
69409826,BROOKLYN
69405503,UNKNOWN
69411805,BRONX
69401354,BROOKLYN
69411872,BROOKLYN
69410265,BROOKLYN
69411456,LONG ISLAND CITY
69411460,STATEN ISLAND
69412432,SOUTH RICHMOND HILL
69411121,NEW YORK
69408319,MIDDLE VILLAGE
69404229,BRONX
69406810,BROOKLYN
69404082,JACKSON HEIGHTS
69406128,BRONX
69402607,QUEENS
69405681,QUEENS
69404001,NEW YORK
69410306,BRONX
69400942,BRONX
69403836,BROOKLYN
69405698,BROOKLYN
69406564,STATEN ISLAND
69407883,BROOKLYN
69408028,NEW YORK
69401392,BROOKLYN
69410461,QUEENS
69403674,BROOKLYN
69411193,BROOKLYN
69406851,BROOKLYN
69406733,BROOKLYN
69409620,NEW YORK
69411631,BROOKLYN
69411974,OZONE PARK
69403297,NEW YORK
69400860,CAMBRIA HEIGHTS
69405778,BROOKLYN
69402580,MANHATTAN
69402189,BROOKLYN
69402282,BROOKLYN
69404054,BROOKLYN
69408306,ASTORIA
69407688,JACKSON HEIGHTS
69409941,BELLEROSE
69411591,BROOKLYN
69400983,NEW YORK
69407155,BROOKLYN
69405797,BRONX
69411400,STATEN ISLAND
69409379,BROOKLYN
69410859,NEW YORK
69403798,BROOKLYN
69406702,BRONX
69403827,BRONX
69411651,STATEN ISLAND
69401059,FRESH MEADOWS
69407980,NEW YORK
69409458,RIDGEWOOD
69408836,BRONX
69404077,BROOKLYN
69409364,NEW YORK
69407951,NEW YORK
69411598,BROOKLYN
69404220,BROOKLYN
69400960,WOODHAVEN
69401204,NEW YORK
69406806,BROOKLYN
69411606,NEW YORK
69402338,BROOKLYN
69403413,JAMAICA
69403743,QUEENS
69408511,BROOKLYN
69403971,BROOKLYN
69406902,BROOKLYN
69411194,BROOKLYN
69405126,BRONX
69405766,BROOKLYN
69409726,WOODHAVEN
69401872,NEW YORK
69408003,STATEN ISLAND
69405252,RIDGEWOOD
69406511,UNKNOWN
69405772,NEW YORK
69406716,BROOKLYN
69403828,BROOKLYN
69404198,NEW YORK
69408676,BROOKLYN
69402474,BROOKLYN
69407187,BROOKLYN
69404228,BROOKLYN
69407395,ASTORIA
69401098,BRONX
69404566,BRONX
69405468,CAMBRIA HEIGHTS
69412277,BROOKLYN
69408311,BROOKLYN
69405058,BROOKLYN
69402310,BRONX
69406843,WOODSIDE
69407606,BROOKLYN
69404352,NEW YORK
69405515,BROOKLYN
69408415,BROOKLYN
69401518,CORONA
69405508,BROOKLYN
69403195,UNKNOWN
69406817,BROOKLYN
69411188,STATEN ISLAND
69403598,BROOKLYN
69409784,OAKLAND GARDENS
69409330,UNKNOWN
69403026,CORONA
69402027,NEW YORK
69406694,BROOKLYN
69403950,BRONX
69405741,BRONX
69410146,CORONA
69405122,BROOKLYN
69406071,BRONX
69400963,LONG ISLAND CITY
69406087,CORONA
69401645,UNKNOWN
69409363,UNKNOWN
69411175,WOODSIDE
69409510,BROOKLYN
69408859,BRONX
69410350,BRONX
69402976,BRONX
69402866,BRONX
69408800,BRONX
69408804,BRONX
69410329,BRONX
69410414,BRONX
69408037,UNKNOWN
69406598,BROOKLYN
69408317,BROOKLYN
69402036,RIDGEWOOD
69404599,BROOKLYN
69406779,QUEENS
69412521,ASTORIA
69405291,BROOKLYN
69403964,BRONX
69411235,BROOKLYN
69406036,ASTORIA
69401380,ASTORIA
69407055,BRONX
69405768,STATEN ISLAND
69405777,STATEN ISLAND
69406484,UNKNOWN
69408551,BROOKLYN
69402018,SPRINGFIELD GARDENS
69408643,ELMHURST
69404072,BROOKLYN
69411396,SAINT ALBANS
69406089,ASTORIA
69401940,NEW YORK
69403445,NEW YORK
69405391,MASPETH
69412478,BROOKLYN
69408536,BROOKLYN
69405397,BRONX
69404777,NEW YORK
69408670,STATEN ISLAND
69405292,BROOKLYN
69404039,NEW YORK
69411186,BROOKLYN
69403563,BRONX
69405608,BRONX
69411795,BROOKLYN
69408900,ASTORIA
69405967,BROOKLYN
69410308,BROOKLYN
